,statement,veracity
758,My favorite soft drink is pepsi.,0
759,I have no children.,0
760,My favorite sports team is the chicago bears.,0
761,I love sushi.,0
762,I finished all of my homework.,0
763,I\m going to disney land.,0
764,This hammer is the strongest available on the market.,0
765,She is the prettiest girl in the world.,0
766,The pit bull is kinder than most dogs.,0
767,The best birthday cake is always chocolate.,0
768,The most popular ice cream is usually made with yogurt.,0
769,Practice always makes perfect.,0
770,I have red hair.,0
771,I have never driven a car.,0
772,I dislike animals.,0
773,I don\t wear perfume.,0
774,My couch is white with blue flowers.,0
775,I am a teenager.,0
776,I am a professional clown.,0
777,I have 7 sisters.,0
778,I saw someone get struck by lightening.,0
779,I have a great great grandma.,0
780,My best friend\s little sister is 16 and pregnant.,0
781,I own a convenient store.,0
782,I love snakes.,0
783,I went a baseball game last night.,0
784,Pluto has been reinstated as a planet; astronomers have agreed that the earlier classification downgrade was premature.,0
785,All rivers on earth eventually flow to the south.,0
786,Congress is mainly democratic,0
787,Obama is not really the president,0
788,There are no starving people in the world,0
789,There is no unrest in the world,0
790,There is definitely no god. there is definitely no god,0
791,We have traveled to mars,0
792,Auto theft is on the decline,0
793,You can only buy envelopes in the color white.,0
794,You can only buy milk in half gallon.,0
795,There\s 8 eggs in a dozen.,0
796,"All tv\s are 48\"" ",0
797,Black is a primary color.,0
798,Trees only grow in the summer.,0
799,You can only buy an oven in the color white.,0
800,Sun rises in the west,0
801,A rat eats a cat,0
802,Cat has seven heads,0
803,I am a stupid,0
804,I love pigs,0
805,India is in usa,0
806,Butterfly is a plant,0
807,The sun rises in the west,0
808,The moon is a planet,0
809,Sound is visible,0
810,Water is made from nitrogen,0
811,Plants make carbon dioxide,0
812,There are 10 planets in our solar system,0
813,Male and female cats can be calico,0
814,My friend has a blue electric car with a great stereo.,0
815,We go shopping on cape cod every weekend.,0
816,After shopping we dig up clams on the beach.,0
817,Sometimes we drive to the mountains in maine.,0
818,We hike all day.,0
819,Sometimes we go camping.,0
820,I invented the very fist computer every put on the open consumer market and women have always been the most famous among the masses for marketing personal computers.,0
821,My new song is the current chart busting single on the pop charts and is now crossing over to the r&b charts after selling 100 million copies world wide.,0
822,I bought google and all companies associated with the google family of companies and now i plan to make a bid for ebay and paypal.,0
823,I live in a three story mansion.,0
824,My children are perfect and receive straight a\s.,0
825,Purple is my favorite color.,0
826,I have a car for each day of the week.,0
827,There is no gravity on earth.,0
828,My mother won the lottery last week.,0
829,I have twenty-three children.,0
830,I dislike oreo cookies.,0
831,I have never been out of the country.,0
832,My mother has never had to have chemotherapy.,0
833,My son is four years old.,0
834,All siberian huskies are aggressive.,0
835,My father has never had more than two jobs.,0
836,There is only one kind of gluten intolerance.,0
837,The green bay packers have decided to move to idaho.,0
838,The moon is made of soft green cheese.,0
839,President obama is a practicing muslim.,0
840,There are no rattlesnakes in wisconsin.,0
841,Lake erie is the biggest of the great lakes.,0
842,All politicians are honest.,0
843,Ellen lied about her wrinkle cream.,0
844,I won 1 billion dollars in the illinois state lottery last year and gave it all away to my mother.,0
845,On my last birthday i turned 119 years old and went sky diving as a gift to myself.,0
846,Yesterday i graduated with a doctors degree and performed open heart surgery blind folded.,0
847,Oprah winfrey saw me downtown and gave me one million dollars in cash for absolutely no reason.,0
848,Bill gates wrote me a letter and asked me to help him invent the next best i pad tablet.,0
849,Yesterday i went to k-mart and bought a 36 inch television and i carried it to my home on my back.,0
850,I walked in red lobster and bought the restaurant from the owner and changed the name to mine.,0
851,There is a maple tree in my yard.,0
852,I am an only child.,0
853,I get manicures every week.,0
854,My job is pointless.,0
855,I\m afraid of flying.,0
856,My typing style is hunt-and-peck.,0
857,I\ve never owned a smartphone.,0
858,The president of the us controls gas prices.,0
859,Fast food has some healthful benefits.,0
860,Hurricanes are caused by global warming.,0
861,Cars contribute most of the pollution in japan.,0
862,Television causes glaucoma.,0
863,Dog manure is good for plants.,0
864,A cloud seems to be in red color,0
865,Sachin is an foot ball player,0
866,Tamil nadu chief minister is modi,0
867,We dont sleep in night,0
868,Cat wont drink milk,0
869,Dog wont eat envy,0
870,Cycle goes with petrol,0
871,I was born a man.,0
872,Fifty percent of all farts end up in skid marked underpants.,0
873,Horses can\t fart.,0
874,A poll in 1986 found that 4 of every 5 ladies use baking soda in their tea.,0
875,No one can actually lick their elbow.,0
876,I am a 20 year old redhead.,0
877,The cow jumped over the moon.,0
878,The moon is made of green cheese.,0
879,The number 13 is bad luck.,0
880,I live in new york city in a high rise.,0
881,I hate peaches.,0
882,Spam is delicious.,0
883,Cats are the most intelligent animals on earth.,0
884,Television is the most helpful invention to mankind.,0
885,Females are smarter than males.,0
886,Green is the most popular color on earth.,0
887,Males are faster learners than females.,0
888,Everyone enjoys christmas.,0
889,Sleep is not really necessary.,0
890,I will only use the money from the benefit show for medical bills.,0
891,I always try to pick up after myself.,0
892,I never masturbate.,0
893,I love your mom\s cooking.,0
894,My mom always makes me feel better when i am feeling sick.,0
895,I enjoy meeting the parents of the other kids at my son\s school.,0
896,I am in a romantic relationship.,0
897,Dogs are better pets than cats.,0
898,Today is thanksgiving day.,0
899,Cancer is not a serious disease.,0
900,Catholicism is not a religion.,0
901,You cannot stream movies with netflix.,0
902,Music is  not a transitory art form.,0
903,I have blue hair.,0
904,My cat has a long tail.,0
905,I live in new york.,0
906,I cheer for the auburn tigers.,0
907,I am excited about going to work tomorrow.,0
908,My house is a mansion.,0
909,I used to be a race car driver.,0
910,I can hack nasa in five seconds.,0
911,Ethiopia provides modern fighter jets to the us.,0
912,Us researchers have created a drug that brings back the dead.,0
913,The us is going to wipe out all chinese.,0
914,There is a man in ethiopia who can fly like birds.,0
915,The internet is controlled by the pope.,0
916,The earth will vanish tomorrow.,0
917,Most people have lives that are full of glitz and glamour.,0
918,The house next door to my uncle is painted bright red.,0
919,Real estate is a bad way to invest and make money.,0
920,The dow is always rising.,0
921,The sun is not made up of gas.,0
922,Girls cannot play baseball that is why none play professionally.,0
923,The internet is a totally safe way for children to spend their day.,0
924,I live in a beautiful mansion on the water.,0
925,I am the owner of a baseball team that won the world series.,0
926,I swam the english channel when i was 19 years old.,0
927,My six children are always in trouble.,0
928,The only one of my children to do well is my only daughter who works with the poor in central america.,0
929,I invented new kind of protective gear for the troops in iraq.,0
930,There is water on mars,0
931,A person can love only once in a lifetime,0
932,Heart consists of 5 chambers,0
933,Identical twins behave likewise,0
934,Blue eyed people are dangerous,0
935,You can catch cold if you stand in front of freezer,0
936,Fans can operate without electricity also,0
937,Family guy is age appropriate.,0
938,A baby is born every 10 secs in the united states.,0
939,A dog has nine lives just like cats.,0
940,After middle school you go to college.,0
941,Dogs are a women\s best friend.,0
942,Time warner is the best cable company out.,0
943,Ipads are better than iphones.,0
944,My house is extremely small.,0
945,A feral cat lives in our basement.,0
946,I live in hawaii.,0
947,There are six hens behind the house.,0
948,Our car is red.,0
949,I am afraid of spiders.,0
950,I am very short.,0
951,A nine year old boy biked across the state of california in just eight days!,0
952,High fructose corn syrup can actually help reduce cholesterol and diabetes in people over the age of 55.,0
953,Studies have shown that people who actually sleep just three to four hours a night can increase longevity.,0
954,Some of the pesticides and herbicides used to grow apples are proven to reduce the risk of heart disease.,0
955,Increased use of antibiotics have seen to help reduce the risk of childhood obesity.,0
956,People who exercise for more than an hour daily may actually gain extra pounds eventually.,0
