,statement,source,link,veracity,freq
380,"""Most people on Medicaid are kids, or seniors, or the disabled.""",Sean Patrick Maloney,/web/20180119170837/http://www.politifact.com/new-york/statements/2017/aug/23/sean-patrick-maloney/most-people-medicaid-are-children-seniors-or-have-/,1,1
382,"""Crime has been getting worse since Jerry Brown was elected governor.""",John Moorlach,/web/20180119170837/http://www.politifact.com/california/statements/2017/aug/22/john-moorlach/has-crime-been-getting-worse-jerry-brown-was-elect/,0,1
386,"""(For) white working-class America, death rates among white men are up 20 percent.""",Alex Castellanos,/web/20180119170854/http://www.politifact.com/punditfact/statements/2017/aug/20/alex-castellanos/death-rates-white-men-20-percent-gop-strategist-sa/,0,2
388,"""Ted Kaczynski has less restrictive confinement than the youth at Lincoln Hills.""",James Peterson,/web/20180119170854/http://www.politifact.com/wisconsin/statements/2017/aug/18/james-peterson/district-judge-ted-kaczynski-has-less-restrictive-/,1,1
390,"""The United States ended slavery around the world, and maybe we should get some credit for that, too.""",Tucker Carlson,/web/20180119170854/http://www.politifact.com/punditfact/statements/2017/aug/17/tucker-carlson/tucker-carlson-wrongly-says-united-states-ended-sl/,0,2
394,"""There are communities under Sharia law right now in our country. Up in Illinois. ... There’s Sharia law, as I understand it, in Illinois, Indiana -- up there. I don't know.""",Roy Moore,/web/20180119170854/http://www.politifact.com/truth-o-meter/statements/2017/aug/16/roy-moore/alabamas-roy-moore-says-whole-communities-midwest-/,0,1
398,"""The idea of putting up (Confederate) monuments actually didn’t happen right after the Civil War. It happened during the 1960s.""",Joy Reid,/web/20180119170854/http://www.politifact.com/punditfact/statements/2017/aug/15/joy-reid/did-confederate-symbols-gain-prominence-civil-righ/,0,2
399,"""Charlottesville car attacker is anti-Trump Antifa supporter.""",PuppetStringNews.com,/web/20180119170912/http://www.politifact.com/punditfact/statements/2017/aug/14/puppetstringnewscom/charlottesville-hit-and-run-driver-was-anti-fascis/,0,3
400,"""Virginia police arrest wrong person to cover for Antifa member who ran over protesters.""",PuppetStringNews.com,/web/20180119170912/http://www.politifact.com/punditfact/statements/2017/aug/14/puppetstringnewscom/post-wrongly-says-charlottesville-police-arrested-/,0,3
404,"""Dwayne 'The Rock' (Johnson) Has Officially Filed For The 2020 Presidential Campaign""",Rearfront.com,/web/20180119170912/http://www.politifact.com/punditfact/statements/2017/aug/14/rearfrontcom/did-dwayne-rock-johnson-officially-file-run-presid/,0,1
405,"""Violent crimes where a firearm is used have remained static since 2013 in both New York State and Erie County""",Chris Collins,/web/20180119170912/http://www.politifact.com/new-york/statements/2017/aug/11/chris-collins/how-has-gun-crime-changed-safe-act/,0,1
407,"""There's no such thing as a lone wolf. ... That was a phrase invented by the last administration to make Americans stupid.""",Sebastian Gorka,/web/20180119170912/http://www.politifact.com/truth-o-meter/statements/2017/aug/10/sebastian-gorka/no-obama-administration-didnt-invent-term-lone-wol/,0,1
413,"""It costs us about $33,000 a year (on average nationally) to lock somebody up. In California it costs about $75,000 a year.""",Kamala Harris,/web/20180119170912/http://www.politifact.com/california/statements/2017/aug/09/kamala-harris/does-it-cost-75k-year-lock-inmate-california/,1,4
418,"""We’re spending 18 percent of our GDP on healthcare while the average among industrialized countries is closer to 8 percent.""",Mike Gallagher,/web/20180119170930/http://www.politifact.com/wisconsin/statements/2017/aug/09/mike-gallagher/mike-gallagher-target-claim-health-care-costs-us-v/,1,1
427,"""Undocumented immigrants commit less crimes than the native born.""",Antonio  Villaraigosa,/web/20180119170930/http://www.politifact.com/california/statements/2017/aug/03/antonio-villaraigosa/mostly-true-undocumented-immigrants-less-likely-co/,1,4
444,"""In light of the leak of my financial disclosure info which is a felony I will be contacting @FBI and the @TheJusticeDept""",Anthony Scaramucci,/web/20180119170948/http://www.politifact.com/truth-o-meter/statements/2017/jul/27/anthony-scaramucci/it-felony-leak-financial-disclosure-form-anthony-s/,0,1
451,"""Twitter reaches only 15 percent of the population.""",Mark Cuban,/web/20180119171004/http://www.politifact.com/texas/statements/2017/jul/26/mark-cuban/mark-cuban-says-twitter-reaches-only-15-population/,1,1
452,"""You've got thousands of people serving in the military who are transgender.""",Ted Lieu,/web/20180119171004/http://www.politifact.com/truth-o-meter/statements/2017/jul/26/ted-lieu/thousands-transgender-americans-serve-military-con/,1,2
463,"""We have been able to cut New York’s uninsured rate in half since 2013 from 10 percent to 5 percent of our population.""",Eric Schneiderman,/web/20180119171004/http://www.politifact.com/new-york/statements/2017/jul/24/eric-schneiderman/how-has-obamacare-lowered-new-yorks-uninsured-rate/,1,2
465,"""More people, almost twice as many, pay the penalty or take the waiver than signed up for (Obamacare).""",Kevin McCarthy,/web/20180119171018/http://www.politifact.com/california/statements/2017/jul/21/kevin-mccarthy/kevin-mccarthys-false-claim-obamacare-sign-ups/,0,2
466,"""We now have about one-third of New York’s population on Medicaid.""",John Faso,/web/20180119171018/http://www.politifact.com/new-york/statements/2017/jul/21/john-faso/one-three-people-new-york-are-medicaid/,1,1
469,"""We went from zero A elementary schools when I took office to 16 when I left, and our total A and B schools went up by 260 percent.""",Rick Baker,/web/20180119171018/http://www.politifact.com/florida/statements/2017/jul/21/rick-baker/did-number-schools-increase-under-former-mayor-ric/,1,2
473,"""Elizabeth Warren doesn't think Obamacare goes far enough: ‘The next step is single payer.' Does Sen. Nelson agree? He has in the past ... Sen. Nelson votes with Warren 90 percent of the time.""",National Republican Senatorial Committee,/web/20180119171018/http://www.politifact.com/florida/statements/2017/jul/19/national-republican-senatorial-committee/republicans-mislead-ad-linking-bill-nelson-elizabe/,0,4
475,"""The last majority-Anglo high school class in Texas graduated in 2014.""",Evan Smith,/web/20180119171018/http://www.politifact.com/texas/statements/2017/jul/19/evan-smith/evan-smith-incorrectly-says-last-anglo-majority-te/,0,1
482,"""Malia Obama Fired From Cushy Internship At Spanish Embassy""",FreedomCrossroads.us,/web/20180119171031/http://www.politifact.com/punditfact/statements/2017/jul/18/freedomcrossroadsus/no-malia-obama-wasnt-fired-smoking-marijuana/,0,2
483,"""One in three people who’s receiving treatment for (opioid) drug problems gets some help from Medicaid to pay for that.""",Elizabeth Warren,/web/20180119171031/http://www.politifact.com/truth-o-meter/statements/2017/jul/18/elizabeth-warren/are-third-people-drug-problems-medicaid-elizabeth-/,1,3
484,"""White House chef quits because Trump has only eaten fast food for 6 months.""",HalfwayPost.com,/web/20180119171031/http://www.politifact.com/punditfact/statements/2017/jul/17/halfwaypostcom/white-house-chefs-faux-resignation-fake-news-menu/,0,1
487,"""I helped win one of the biggest private lawsuits against Medicare fraud in history. The government declined to pursue the case, so my firm did, and we recovered $324 million for taxpayers.""",Stacey Evans,/web/20180119171031/http://www.politifact.com/georgia/statements/2017/jul/14/stacey-evans/did-stacey-evans-help-win-one-biggest-private-laws/,1,1
494,"""Collusion is not illegal.""",Eric Bolling,/web/20180119171031/http://www.politifact.com/punditfact/statements/2017/jul/12/eric-bolling/collusion-not-illegal-fox-news-host-eric-bolling-s/,0,2
500,"""Midtown crime is up by 30 percent the last quarter.""",Rick Baker,/web/20180119171045/http://www.politifact.com/florida/statements/2017/jul/11/rick-baker/did-crime-go-30-percent-midtown-last-quarter/,0,2
510,"""Sanctuary cities are extremely dangerous.""",Pat Toomey,/web/20180119171045/http://www.politifact.com/pennsylvania/statements/2017/jul/08/pat-toomey/pat-toomey-says-radical-philly-extremely-dangerous/,0,3
511,"""There are so many data that demonstrate that poor people, surprisingly, are less likely to use drugs than people with means.""",Gwen Moore,/web/20180119171045/http://www.politifact.com/wisconsin/statements/2017/jul/07/gwen-moore/are-poor-people-less-likely-use-drugs/,0,3
517,"""Donald Trump plans to step down as President of the United States and resign from office within the next 30 days.""",StGeorgeGazette.com,/web/20180119171057/http://www.politifact.com/punditfact/statements/2017/jul/05/stgeorgegazettecom/story-about-ryan-announcing-trumps-resignation-com/,0,1
518,"""The president in no way, form or fashion has ever promoted or encouraged violence.""",Sarah  Huckabee Sanders,/web/20180119171057/http://www.politifact.com/truth-o-meter/statements/2017/jul/05/sarah-huckabee-sanders/has-donald-trump-never-promoted-or-encouraged-viol/,0,2
522,"""I have seen crime increase in every major metropolitan area (in California) … Crime is on the rise in every major market.""",Travis Allen,/web/20180119171057/http://www.politifact.com/california/statements/2017/jul/03/travis-allen/travis-allens-mostly-false-claim-about-crime-calif/,0,3
532,"""Texas mothers are dying during childbirth at the highest rates in the nation.""",Shawn Thierry,/web/20180119171057/http://www.politifact.com/texas/statements/2017/jun/29/shawn-thierry/shawn-thierry-says-texas-leads-nation-mothers-dyin/,1,1
533,"""Actually, on some procedures, you're more likely to die if you're on Medicaid than if you're uninsured.""",Michael Needham,/web/20180119171057/http://www.politifact.com/florida/statements/2017/jun/28/michael-needham/are-medicaid-patients-more-likely-die-uninsured-he/,0,1
534,"""Trey Gowdy is the new director of the FBI!""",Snoopack.com,/web/20180119171110/http://www.politifact.com/punditfact/statements/2017/jun/28/snoopackcom/website-puts-fake-headline-old-post-supporting-tre/,0,1
545,"""If you became a Medicaid recipient through the Obamacare expansion, you are grandfathered in.""",Kellyanne Conway,/web/20180119171110/http://www.politifact.com/punditfact/statements/2017/jun/25/kellyanne-conway/house-health-care-bill-allows-some-stay-medicaid-n/,0,4
552,"""Chinese lunar rover finds no evidence of American moon landings.""",AntiNews.in,/web/20180119171122/http://www.politifact.com/truth-o-meter/statements/2017/jun/22/antinews/its-fake-news-chinese-lunar-rover-found-no-evidenc/,0,2
556,"""A study by the National Economics Research Association showed that the (Paris climate) deal could cost 2.7 million lost jobs in the U.S. by 2025 should our country adhere to the commitments made by the Obama Administration.""",Gus Bilirakis,/web/20180119171122/http://www.politifact.com/florida/statements/2017/jun/21/gus-bilirakis/gus-bilirakis-cites-flawed-study-defend-us-wit/,0,2
560,"""Cannibals arrested in Florida claim eating human flesh cures diabetes and depression""",TheMiamiGazette.com,/web/20180119171122/http://www.politifact.com/punditfact/statements/2017/jun/20/miami-gazette/report-cannibals-arrested-florida-fake-news/,0,1
563,"""Nancy Pelosi suffers breakdown, taken from Capitol Hill on a stretcher.""",FreedomCrossroads.us,/web/20180119171122/http://www.politifact.com/punditfact/statements/2017/jun/20/freedomcrossroadsus/fake-news-pelosi-had-breakdown-credited-familiar-t/,0,2
564,"""The same unhinged leftists cheering last week's shooting are all backing Jon Ossoff.""",Principled PAC,/web/20180119171122/http://www.politifact.com/georgia/statements/2017/jun/19/principled-pac/pants-fire-claim-ossoff-supporters-celebrated-viol/,0,1
568,"""The Kingdom of Saudi Arabia, whose government has important business and policy before the president of the United States, has already spent hundreds of thousands of dollars at the Trump International Hotel.""",Karl Racine,/web/20180119171122/http://www.politifact.com/truth-o-meter/statements/2017/jun/19/karl-racine/did-saudis-spend-money-trump-hotels-yes/,1,1
569,"""There are currently 6 million jobs available in this country that are due in part to the skills gap.""",Ivanka Trump,/web/20180119171122/http://www.politifact.com/truth-o-meter/statements/2017/jun/16/ivanka-trump/ivanka-trump-mostly-right-role-skills-gap-unfilled/,1,4
572,"""Democrat Maxine Waters has shown up to only 10 percent of congressional meetings for 35 years.""",TeddyStick.com,/web/20180119171134/http://www.politifact.com/punditfact/statements/2017/jun/15/teddystickcom/maxine-waters-has-not-skipped-90-percent-congressi/,0,1
575,"""Americans are 25x more likely to be shot & killed than others in developed countries.""",Gavin Newsom,/web/20180119171134/http://www.politifact.com/california/statements/2017/jun/14/gavin-newsom/claim-americans-are-25x-more-likely-be-shot-and-ki/,1,3
579,"""How many federal rulings have NOW found intentional discrimination by #Txlege since 2011? 6.""",Rafael Anchia,/web/20180119171134/http://www.politifact.com/texas/statements/2017/jun/14/rafael-anchia/rafael-anchia-six-times-2011-federal-rulings-found/,1,1
